------;Straftaten insgesamt;5555520
0;Straftaten gegen das Leben;3254
10000;Mord § 211 StGB;901
10079;Sonstiger Mord;851
11000;Mord im Zusammenhang mit Raubdelikten;42
12000;Mord im Zusammenhang mit Sexualdelikten;8
20000;Totschlag und Tötung auf Verlangen §§ 212, 213, 216 StGB;1570
20010;Totschlag § 212 StGB;1553
20020;Minder schwerer Totschlag § 213 StGB;3
20030;Tötung auf Verlangen § 216 StGB;14
30000;Fahrlässige Tötung § 222 StGB - nicht i.V.m. Verkehrsunfall -;680
40000;Abbruch der Schwangerschaft §§ 218, 218b, 218c, 219a, 219b StGB;102
40010;Schwangerschaftsabbruch § 218 StGB;79
40020;Schwangerschaftsabbruch ohne ärztliche Feststellung, unrichtige ärztliche Feststellung § 218b StGB;5
40030;Ärztliche Pflichtverletzung § 218c StGB;1
40040;Werbung für den Abbruch der Schwangerschaft § 219a StGB;17
40050;Inverkehrbringen von Mitteln Schwangerschaftsabbruch § 219b StGB;0
50000;Geschäftsmäßige Förderung der Selbsttötung;1
100000;Straftaten gegen die sexuelle Selbstbestimmung insgesamt;63782
110000;Straftaten gegen die sexuelle Selbstbestimmung §§ 174, 174a, 174b, 174c, 177, 178, 184i, 184j StGB;29952
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9234
111700;Vergewaltigung § 177 Abs. 6, 7, 8 StGB;8106
111710;Vergewaltigung § 177 Abs. 6 Nr. 1, 2 StGB (ohne Schlüssel 111730);6491
111720;Vergewaltigung im besonders schweren Fall § 177 Abs. 6 Nr. 1, 2 i. V. m. Abs. 7, 8 StGB;673
111730;Vergewaltigung von widerstandsunfähigen Personen (§ 177 Abs. 2 Nr. 1, Abs. 4) gem. § 177 Abs. 6 Nr. 1, 2 StGB;942
111800;Sexueller Übergriff und sexuelle Nötigung im besonders schweren Fall § 177 Abs. 1, 2, 4, 5 i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;1119
111810;Sexueller Übergriff im besonders schweren Fall § 177 Abs. 1, 2 (ohne Nr. 1) i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;417
111820;Sexuelle Nötigung im besonders schweren Fall § 177 Abs. 5 i.V.m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;543
111830;Sexueller Übergriff an widerstandsunfähigen Personen im besonders schweren Fall § 177 Abs. 2 Nr. 1, Abs. 4 i. V. m. Abs. 6 Nr. 2, Abs. 7, 8 StGB;159
111900;Sexueller Übergriff, sexuelle Nötigung und Vergewaltigung mit Todesfolge § 178 StGB;9
112100;Sexueller Übergriff und sexuelle Nötigung § 177 Abs. 1, 2, 4, 5, 9 StGB;6291
112110;Sexueller Übergriff § 177 Abs. 1, 2 (ohne Nr. 1), 9 StGB;2520
112120;Sexuelle Nötigung § 177 Abs. 5, 9 StGB;3109
112130;Sexueller Übergriff an widerstandsunfähigen Personen § 177 Abs. 2 Nr. 1, Abs. 4, 9 StGB;662
113000;Sexueller Missbrauch von Schutzbefohlenen pp., unter Ausnutzung einer Amtsstellung oder eines Vertrauensverhältnisses §§ 174, 174a-c StGB;638
113010;Sexueller Missbrauch von Schutzbefohlenen ab 14 Jahren § 174 StGB;424
113020;Sexueller Missbrauch von Gefangenen/Verwahrten usw. ab 14 Jahren § 174a StGB;36
113030;Sexueller Missbrauch - Ausnutzung einer Amtsstellung zum Nachteil von Personen ab 14 Jahren § 174b StGB;3
113040;Sexueller Missbrauch - Ausnutzung eines Beratungs-/Behandlungs-/Betreuungsverhältnisses zum Nachteil von Personen ab 14 Jahren § 174c StGB;175
114000;Sexuelle Belästigung § 184i StGB;13742
115000;Straftaten aus Gruppen § 184j StGB;47
130000;Sexueller Missbrauch §§ 176, 176a, 176b, 182, 183, 183a StGB;21454
131000;Sexueller Missbrauch von Kindern §§ 176, 176a, 176b StGB;12321
131010;Sexuelle Handlungen § 176 Abs. 5 StGB;105
131100;Sexuelle Handlungen § 176 Abs. 1 und 2 StGB;5357
131200;Exhibitionistische/sexuelle Handlungen vor Kindern § 176 Abs. 4 Nr. 1 StGB;1574
131300;Sexuelle Handlungen § 176 Abs. 4 Nr. 2 StGB;421
131400;Einwirken auf Kinder § 176 Abs. 4 Nr. 3 und 4 StGB;2439
131500;Vollzug des Beischlafs mit einem Kind oder Vornahme einer ähnlichen sexuellen Handlung § 176a Abs. 2 Nr. 1 StGB;930
131600;Schwerer sexueller Missbrauch von Kindern zur Herstellung und Verbreitung pornographischer Schriften § 176a Abs. 3 StGB;174
131700;Sonstiger schwerer sexueller Missbrauch von Kindern § 176a StGB;1321
131800;Sexueller Missbrauch von Kindern mit Todesfolge § 176b StGB;0
132000;Exhibitionistische Handlungen und Erregung öffentlichen Ärgernisses §§ 183, 183a StGB;8199
132010;Exhibitionistische Handlungen § 183 StGB;7186
132020;Erregung öffentlichen Ärgernisses § 183a StGB;1013
133000;Sexueller Missbrauch von Jugendlichen § 182 StGB;934
133100;Sexueller Missbrauch von Jugendlichen gegen Entgelt § 182 Abs. 2 StGB;220
133700;Sonstiger Sexueller Missbrauch von Jugendlichen § 182 StGB;714
140000;Ausnutzen sexueller Neigung §§ 180, 180a, 181a, 184, 184a, 184b, 184c, 184d, 184e, 184f, 184g StGB;12376
140010;Ausübung der verbotenen Prostitution § 184f StGB;644
140020;Jugendgefährdende Prostitution § 184g StGB;32
141000;Förderung sexueller Handlungen Minderjähriger oder Ausbeuten von Prostituierten §§ 180, 180a StGB;125
141100;Förderung sexueller Handlungen Minderjähriger § 180 StGB;96
141110;Förderung sexueller Handlungen Minderjähriger durch Vermittlung oder gegen Entgelt § 180 Abs. 1, Nr. 1, Abs. 2 StGB;49
141179;Sonstige Förderung sexueller Handlungen Minderjähriger § 180 StGB;47
141200;Ausbeuten von Prostituierten § 180a StGB;29
142000;Zuhälterei § 181a StGB;140
143000;Verbreitung pornographischer Schriften (Erzeugnisse) §§ 184, 184a, 184b, 184c, 184d, 184e StGB;11435
143010;Sonstige Verbreitung pornographischer Schriften (Erzeugnisse) § 184 StGB;1086
143020;Verbreitung gewalt- oder tierpornographischer Schriften § 184a StGB;110
143030;Zugänglichmachen pornographischer Inhalte mittels Rundfunk oder Telemedien;59
143040;Veranstaltung und Besuch kinder- und jugendpornographischer Darbietungen § 184e StGB;0
143100;Verbreitung pornographischer Schriften (Erzeugnisse) an Personen unter 18 Jahren § 184 Abs. 1 Nr. 1, 2, 5 StGB;1127
143200;Verbreitung, Erwerb, Besitz und Herstellung kinderpornographischer Schriften § 184b StGB;7449
143210;Verbreitung, Erwerb, Besitz und Herstellung von Kinderpornographie § 184b Abs. 1 StGB;3955
143211;Verbreitung von Kinderpornographie § 184b Abs. 1 Nr. 1 StGB;3440
143212;Besitzverschaffung für andere von Kinderpornographie § 184b Abs. 1 Nr. 2 StGB;319
143213;Herstellung auch ohne Verbreitungsabsicht von Kinderpornographie mit tatsächlichem Geschehen § 184b Abs. 1 Nr. 3 StGB;117
143214;Herstellung mit Verbreitungsabsicht von Kinderpornographie § 184b Abs. 1 Nr. 4 StGB;79
143220;Verbreitung und Herstellung von Kinderpornographie gewerbs-/bandenmäßig § 184b Abs. 2 StGB;32
143230;Besitz oder sich Verschaffen von Kinderpornographie § 184b Abs. 3 StGB;3462
143500;Verbreitung, Erwerb, Besitz und Herstellung jugendpornographischer Schriften § 184c StGB;1604
143510;Verbreitung, Erwerb, Besitz und Herstellung von Jugendpornographie § 184c Abs. 1 StGB;895
143511;Verbreitung von Jugendpornographie § 184c Abs. 1 Nr. 1 StGB;646
143512;Besitzverschaffung für andere von Jugendpornographie § 184c Abs. 1 Nr. 2 StGB;117
143513;Herstellung auch ohne Verbreitungsabsicht mit tatsächlichem Geschehen von Jugendpornographie § 184c Abs. 1 Nr. 3 StGB;54
143514;Herstellung mit Verbreitungsabsicht von Jugendpornographie § 184c Abs. 1 Nr. 4 StGB;78
143520;Verbreitung und Herstellung von Jugendpornographie gewerbs-/bandenmäßig § 184c Abs. 2 StGB;10
143530;Besitz oder sich Verschaffen von Jugendpornographie § 184c Abs. 3 StGB;699
200000;Rohheitsdelikte und Straftaten gegen die persönliche Freiheit;787387
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;36756
210010;Sonstiger Raub § 249 StGB;2701
210020;Sonstiger schwerer Raub § 250 StGB;836
210030;Sonstiger Raub mit Todesfolge § 251 StGB;0
210040;Räuberischer Diebstahl § 252 StGB;8306
210050;Sonstige räuberische Erpressung § 255 StGB;2489
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;91
211100;Raub, räuberische Erpressung auf/gegen Geldinstitute (Banken/Sparkassen);60
211110;Raub auf Geldinstitute (Banken/Sparkassen) § 249 StGB;4
211120;Schwerer Raub auf Geldinstitute (Banken/Sparkassen) § 250 StGB;13
211130;Raub mit Todesfolge auf Geldinstitute (Banken/Sparkassen) § 251 StGB;0
211150;Räuberische Erpressung gegen Geldinstitute (Banken/Sparkassen) § 255 StGB;43
211200;Raub, räuberische Erpressung auf/gegen Postfilialen und -agenturen;31
211210;Raub auf Postfilialen und -agenturen § 249 StGB;1
211220;Schwerer Raub auf Postfilialen und -agenturen § 250 StGB;18
211230;Raub mit Todesfolge auf Postfilialen und -agenturen § 251 StGB;0
211250;Räuberische Erpressung gegen Postfilialen und -agenturen § 255 StGB;12
212000;Raub, räuberische Erpressung auf/gegen sonstige Zahlstellen und Geschäfte;2687
212010;Raub auf sonstige Zahlstellen oder Geschäfte § 249 StGB;227
212020;Schwerer Raub auf sonstige Zahlstellen oder Geschäfte § 250 StGB;826
212030;Raub mit Todesfolge auf sonstige Zahlstellen oder Geschäfte § 251 StGB;0
212050;Räuberische Erpressung gegen sonstige Zahlstellen oder Geschäfte § 255 StGB;496
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;511
212110;Raub auf Spielhallen § 249 StGB;64
212120;Schwerer Raub auf Spielhallen § 250 StGB;282
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;0
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;165
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;627
212210;Raub auf Tankstellen § 249 StGB;63
212220;Schwerer Raub auf Tankstellen § 250 StGB;303
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;0
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;261
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;76
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;69
213110;Raub auf Geld- und Kassenboten § 249 StGB;20
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;41
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;0
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;8
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;7
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;2
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;5
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;0
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;0
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;181
214079;Räuberischer Angriff auf sonstige Kraftfahrer;114
214100;Beraubung von Taxifahrern;67
216000;Handtaschenraub;1565
216010;Handtaschenraub § 249 StGB;1448
216020;Handtaschenraub § 250 StGB;101
216030;Handtaschenraub mit Todesfolge § 251 StGB;0
216050;Räuberische Erpressung bei Handtaschenraub § 255 StGB;16
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;15391
217010;Sonstiger Raub auf Straßen, Wegen oder Plätzen § 249 StGB;9620
217020;Sonstiger schwerer Raub auf Straßen, Wegen oder Plätzen § 250 StGB;2647
217030;Sonstiger Raub mit Todesfolge auf Straßen, Wegen oder Plätzen § 251 StGB;1
217050;Sonstige räuberische Erpressung auf Straßen, Wegen oder Plätzen § 255 StGB;3123
218000;Raub zur Erlangung von Betäubungsmitteln;130
218010;Raub zur Erlangung von Betäubungsmitteln § 249 StGB;38
218020;Schwerer Raub zur Erlangung von Betäubungsmitteln § 250 StGB;38
218030;Raub mit Todesfolge zur Erlangung von Betäubungsmitteln § 251 StGB;0
218050;Räuberische Erpressung zur Erlangung von Betäubungsmitteln § 255 StGB;54
219000;Raubüberfälle in Wohnungen;2303
219010;Raub in Wohnungen § 249 StGB;1031
219020;Schwerer Raub in Wohnungen § 250 StGB;637
219030;Raub mit Todesfolge in Wohnungen § 251 StGB;0
219050;Räuberische Erpressung in Wohnungen § 255 StGB;635
220000;Körperverletzung §§ 223-227, 229, 231 StGB;554635
221000;Körperverletzung mit Todesfolge §§ 227, 231 StGB;88
221010;Körperverletzung mit Todesfolge § 227 StGB;88
221020;Beteiligung an einer Schlägerei mit Todesfolge § 231 StGB;0
222000;Gefährliche und schwere Körperverletzung, Verstümmelung weiblicher Genitalien §§ 224, 226, 226a, 231 StGB;136727
222010;Sonstige Tatörtlichkeit bei gefährlicher Körperverletzung § 224 StGB;75176
222020;Sonstige Tatörtlichkeit bei schwerer Körperverletzung § 226 StGB;328
222030;Sonstige Tatörtlichkeit bei Beteiligung an einer Schlägerei ohne Todesfolge § 231 StGB;25
222040;Verstümmelung weiblicher Genitalien § 226a StGB;4
222100;Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen;61194
222110;Gefährliche Körperverletzung gemäß § 224 StGB auf Straßen, Wegen oder Plätzen;60989
222120;Schwere Körperverletzung auf Straßen, Wegen oder Plätzen § 226 StGB;163
222130;Beteiligung an einer Schlägerei ohne Todesfolge auf Straßen, Wegen oder Plätzen § 231 StGB;42
223000;Misshandlung von Schutzbefohlenen § 225 StGB;4621
223001;Misshandlung Schutzbefohlener ab 14 Jahren;1134
223100;Misshandlung von Kindern;3487
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;389791
225000;Fahrlässige Körperverletzung § 229 StGB;23408
230000;Straftaten gegen die persönliche Freiheit §§ 232-233a, 234, 235, 236, 237, 238-239b, 240, 241, 316c StGB;195996
231000;Menschenraub, Entziehung Minderjähriger, Kinderhandel §§ 234, 235, 236 StGB;1603
231100;Menschenraub § 234 StGB;0
231200;Entziehung Minderjähriger § 235 StGB;1591
231210;Entziehung Minderjähriger gegen Entgelt oder in Bereicherungsabsicht § 235 Abs. 4 Nr. 2 StGB;12
231279;Sonstige Entziehung Minderjähriger § 235 StGB;1579
231300;Kinderhandel § 236 StGB;12
232000;Zwangsheirat, Nachstellung (Stalking), Freiheitsberaubung, Nötigung, Bedrohung §§ 237, 238, 239, 240, 241 StGB;193671
232100;Freiheitsberaubung § 239 StGB;4495
232200;Nötigung § 240 StGB;66881
232201;Nötigung im Straßenverkehr § 240 Abs. 1 StGB;30502
232279;Sonstige Nötigung § 240 Abs. 1 und 4 StGB;36379
232300;Bedrohung § 241 StGB;103260
232400;Nachstellung (Stalking) § 238 StGB;18960
232410;Nachstellung (Stalking) § 238, Abs. 1 StGB;18819
232420;Nachstellung (Stalking) § 238, Abs. 2 StGB;135
232430;Nachstellung (Stalking) § 238, Abs. 3 StGB;6
232500;Zwangsheirat § 237 StGB;75
233000;Erpresserischer Menschenraub § 239a StGB;68
233079;Sonstiger erpresserischer Menschenraub;66
233100;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0
233200;Erpresserischer Menschenraub i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;2
233300;Erpresserischer Menschenraub i.V.m. Raubüberfall auf Geld- und Werttransporte;0
234000;Geiselnahme § 239b StGB;33
234079;Sonstige Geiselnahme;31
234100;Geiselnahme i.V.m. Raubüberfall auf Geldinstitute, Postfilialen und -agenturen;0
234200;Geiselnahme i.V.m. Raubüberfall auf sonstige Zahlstellen und Geschäfte;2
234300;Geiselnahme i.V.m. Raubüberfall auf Geld- und Werttransporte;0
235000;Angriff auf den Luft- und Seeverkehr § 316c StGB;0
239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;621
239100;Menschenhandel § 232 StGB;339
239110;Handel zum Zweck der Ausbeutung bei Ausübung der Prostitution, der Vornahme sexueller Handlungen § 232 Abs. 1, Nr. 1a, Abs. 2 in Bezug auf Abs. 1 Nr. 1a, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1a, Abs. 4 in Bezug auf Abs. 1 Nr. 1a StGB;272
239120;Handel zum Zweck der Ausbeutung durch eine Beschäftigung § 232 StGB Abs. 1, Nr. 1 b), Abs. 2 in Bezug auf Abs. 1 Nr. 1b), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1b), Abs. 4 in Bezug auf Abs. 1 Nr. 1b) StGB;31
239130;Handel zum Zweck der Ausbeutung bei der Ausübung der Bettelei § 232 Abs. 1, Nr. 1 c), Abs. 2 in Bezug auf Abs. 1, Nr. 1 c), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1c), Abs. 4 in Bezug auf Abs. 1, Nr. 1c) StGB;2
239140;Handel zum Zweck der Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 232 StGB Abs. 1, Nr. 1d), Abs. 2 in Bezug auf Abs. 1 Nr. 1d), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1d), Abs. 4 in Bezug auf Abs. 1 Nr. 1d) StGB;31
239150;Handel zum Zweck des Haltens einer Person in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. § 232 Abs. 1, Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 2, Abs. 4 in Bezug auf Abs. 1, Nr. 2 StGB;3
239160;Handel zum Zweck der rechtswidrigen Organentnahme § 232 Abs. 1, Nr. 3, Abs. 2 in Bezug auf Abs. 1, Nr. 3, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 3, Abs. 4 in Bezug auf Abs. 1, Nr. 3 StGB;0
239200;Zwangsprostitution § 232a StGB;238
239210;Veranlassen zur Aufnahme oder Fortsetzung der Prostitution oder zu sexuellen Handlungen, durch die eine Person ausgebeutet wird § 232a Abs. 1 bis 5 StGB;230
239220;Entgeltliche Inanspruchnahme sexueller Handlungen eines Menschenhandelsopfers unter Ausnutzung der Zwangslage oder Hilflosigkeit § 232a Abs. 6 StGB;8
239300;Zwangsarbeit § 232b StGB;6
239310;Veranlassen zur Aufnahme einer ausbeuterischen Beschäftigung § 232b Abs. 1, Nr. 1, Abs. 2 in Bezug auf Abs. 1, Nr. 1, Abs. 3 Nr. 1, Abs. 4 Nr. 1 StGB;2
239320;Veranlassen sich in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. zu begeben § 232b Abs. 1, Nr. 2, Abs. 2 in Bezug auf Abs. 1, Nr. 2, Abs. 3 Nr. 2, Abs. 4 Nr. 2 StGB;2
239330;Veranlassen zur Aufnahme oder Fortsetzung der Bettelei, durch die die Person ausgebeutet wird § 232b Abs. 1, Nr. 3, Abs. 2 in Bezug auf Abs. 1, Nr. 3, Abs. 3 Nr. 3, Abs. 4 Nr. 3 StGB;2
239400;Ausbeutung der Arbeitskraft § 233 StGB;19
239410;Ausbeutung durch eine Beschäftigung § 233 Abs. 1, Nr. 1, Abs. 2 in Fällen von Abs. 1 Nr. 1, Abs. 3 in Fällen von Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1, Nr. 1, Abs. 5 in Bezug auf Abs. 1 Nr. 1 StGB;14
239420;Ausbeutung bei der Ausübung der Bettelei § 233 Abs. 1, Nr. 2, Abs. 2 in Fällen von Abs. 1 Nr. 2, Abs. 3 in Fällen von Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1, Nr. 2 StGB;1
239430;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233 Abs. 1, Nr. 3, Abs. 2 in Fällen von Abs. 1 Nr. 3, Abs. 3 in Fällen von Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1, Nr. 3 StGB;4
239500;Ausbeutung unter Ausnutzung einer Freiheitsberaubung § 233a StGB;19
239510;Ausbeutung bei Ausübung der Prostitution § 233a Abs. 1, Nr. 1, Abs. 2 in Bezug auf Abs. 1 Nr. 1, Abs. 3 in Bezug auf Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1 Nr. 1 StGB;14
239520;Ausbeutung durch eine Beschäftigung nach § 232 Abs. 1 Satz 2 StGB (gem. § 233a Abs. 1, Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 in Bezug auf Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB);4
239530;Ausbeutung bei der Ausübung der Bettelei § 233a Abs. 1, Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 in Bezug auf Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;0
