10000;Mitte;86935;1096;573;7515;1966;2233;39314;638;4753;3547;1497;328;121;5744;1392;2864;16300
10111;Tiergarten Süd;5494;88;60;522;148;124;2652;17;392;149;62;14;3;263;28;114;974
10112;Regierungsviertel;6987;53;25;480;120;128;3862;23;337;254;33;5;1;355;130;67;862
10113;Alexanderplatz;19097;237;149;1442;354;333;10165;85;760;926;281;47;20;1301;448;590;3029
10114;Brunnenstraße Süd;4368;41;14;226;51;68;2503;101;244;358;137;8;3;366;134;92;1003
10221;Moabit West;6620;94;47;597;156;231;2441;76;463;336;139;47;12;532;88;209;1342
10222;Moabit Ost;7021;76;37;496;122;181;2536;82;446;353;128;35;16;418;59;362;1188
10331;Osloer Straße;7870;125;64;814;210;253;3540;26;378;279;166;28;8;441;55;366;1674
10332;Brunnenstraße Nord;6818;126;58;667;164;200;3248;102;521;269;196;36;13;454;84;299;1597
10441;Parkviertel;6832;87;38;712;206;269;2924;74;566;290;154;32;16;541;81;236;1722
10442;Wedding Zentrum;9348;160;76;1156;341;382;3307;48;603;319;201;70;25;822;127;526;2388
19900;Bezirk (Mi), nicht zuzuordnen;6480;9;5;403;94;64;2136;4;43;14;0;6;4;251;158;3;521
20000;Friedrichshain-Kreuzberg;52647;906;622;4792;1437;1168;24474;602;2636;3515;1090;265;90;5094;1168;2391;11289
20101;Südliche Friedrichstadt;7957;125;76;693;185;243;3394;57;700;345;186;45;15;639;84;265;1703
20202;Tempelhofer Vorstadt;10478;143;81;869;242;282;5097;142;618;935;338;35;14;805;187;352;2051
20303;nördliche Luisenstadt;5543;140;108;556;192;115;2805;38;165;351;103;27;4;510;120;208;1202
20304;südliche Luisenstadt;5815;210;169;562;199;90;2474;66;169;371;119;32;13;468;137;767;1239
20405;Karl-Marx-Allee-Nord;2453;31;18;214;63;66;1361;62;189;184;56;14;2;255;27;27;634
20407;Karl-Marx-Allee-Süd;5551;87;62;492;144;107;2844;53;304;267;68;15;3;530;117;219;1172
20506;Frankfurter Allee Nord;3817;33;19;298;71;77;1769;82;150;395;76;33;13;440;55;64;862
20508;Frankfurter Allee Süd FK;8693;124;80;897;297;156;4070;96;333;660;144;61;26;1270;308;468;2148
29900;Bezirk (Fh-Kb), nicht zuzuordnen;2340;13;9;211;44;32;660;6;8;7;0;3;0;177;133;21;278
30000;Pankow;39089;332;147;2793;632;1051;21063;862;3138;4203;992;233;111;4096;1075;539;8370
30101;Buch;1586;12;5;119;20;66;858;21;180;143;29;18;9;210;55;33;308
30202;Blankenfelde/Niederschönhausen;1795;16;4;126;28;80;894;35;274;168;62;21;8;180;34;15;386
30203;Buchholz;1012;3;2;75;19;36;483;47;74;45;23;2;0;130;23;8;179
30304;Karow;910;4;2;106;19;40;449;8;102;101;36;6;3;88;11;6;206
30307;Blankenburg/Heinersdorf/Märchenland;1490;6;1;66;12;38;824;34;217;121;63;10;7;119;7;14;197
30405;Schönholz/Wilhelmsruh/Rosenthal;1043;15;8;60;13;38;604;13;131;126;67;6;3;80;16;10;193
30406;Pankow Zentrum;3711;37;11;221;47;104;2164;45;254;570;102;14;6;337;71;29;776
30408;Pankow Süd;2386;16;9;226;52;87;1211;55;222;392;59;14;5;230;25;27;613
30509;Weißensee;3284;28;9;278;56;127;1655;68;225;251;63;25;16;425;102;44;973
30510;Weißensee Ost;1420;11;8;146;25;47;626;22;147;61;26;28;22;132;18;32;334
30611;Prenzlauer Berg Nordwest;3146;51;31;208;62;59;1718;94;184;407;67;12;6;325;78;69;683
30612;Prenzlauer Berg Nord;3208;21;6;202;43;65;1914;88;216;452;52;14;3;254;61;52;595
30613;Helmholtzplatz;2128;14;4;148;38;44;1280;57;91;279;90;10;2;238;65;20;590
30614;Prenzlauer Berg Ost;3974;43;21;243;59;72;2151;49;317;337;43;17;5;430;167;68;619
30715;Prenzlauer Berg Südwest;3717;29;12;325;86;56;2201;87;218;349;118;16;9;403;130;45;907
30716;Prenzlauer Berg Süd;3012;17;9;154;33;76;1633;131;256;394;87;17;6;327;70;47;686
39900;Bezirk (Pk), nicht zuzuordnen;1267;9;5;90;20;16;398;8;30;7;5;3;1;188;142;20;125
40000;Charlottenburg-Wilmersdorf;51527;639;258;3998;1049;1507;25733;720;4686;2973;1663;149;64;3759;889;1180;10062
40101;Charlottenburg-Nord;2730;53;16;298;64;154;1119;71;418;65;79;15;7;230;20;156;710
40202;Heerstrasse;1425;19;8;127;41;45;720;34;232;56;62;3;2;143;47;22;273
40203;Westend;3977;31;10;192;46;116;2344;64;465;193;110;10;7;226;34;23;587
40304;Schloß Charlottenburg;2435;46;21;205;46;92;1205;29;176;256;92;12;7;186;28;63;633
40305;Mierendorffplatz;1874;40;22;146;32;70;846;21;201;103;57;11;3;130;13;96;466
40306;Otto-Suhr-Allee;5000;60;24;385;98;127;2260;27;308;355;157;14;5;410;94;141;965
40307;Neue Kantstraße;2985;46;17;247;55;108;1384;59;292;278;108;8;4;290;73;135;723
40308;Kantstraße;5035;60;28;295;79;98;2798;20;198;268;119;8;3;211;25;165;695
40309;Kurfürstendamm;8737;112;46;919;287;183;4299;60;369;172;106;6;1;342;75;197;1517
40310;Halensee;2114;23;8;135;25;71;1011;64;180;172;85;7;3;167;38;30;433
40411;Grunewald;1667;13;6;96;28;68;950;53;330;82;164;6;3;123;14;13;414
40412;Schmargendorf;1244;11;5;72;14;33;816;30;212;69;111;4;0;110;17;8;266
40413;Wiesbadener Straße;1175;12;4;83;12;43;656;24;221;127;55;2;2;140;25;2;293
40514;Düsseldorfer Straße;3855;37;15;258;69;109;1970;83;448;263;194;15;4;330;89;52;778
40515;Barstraße;1726;23;14;116;29;57;903;15;199;154;64;1;1;143;21;20;378
40516;Volkspark Wilmersdorf;3353;51;13;227;62;95;1690;61;388;356;100;24;10;303;61;50;667
40617;Forst Grunewald;147;1;1;15;5;5;68;2;33;4;0;2;1;21;0;2;27
49900;Bezirk (Ch-Wi), nicht zuzuordnen;2048;1;0;182;57;33;694;3;16;0;0;1;1;254;215;5;237
50000;Spandau;28119;295;139;2817;661;1078;11725;303;1650;964;598;174;45;2920;481;528;7358
50101;Hakenfelde;2034;14;8;172;42;76;1005;25;187;56;52;20;6;222;21;40;704
50102;Falkenhagener Feld;3041;52;21;445;85;150;1170;35;180;146;89;40;5;351;13;46;1135
50103;Spandau Mitte;6492;96;46;758;181;243;2471;41;291;267;72;31;8;602;112;223;1630
50204;Brunsbütteler Damm;1829;16;7;167;44;59;911;32;136;62;58;10;2;229;56;21;417
50205;Heerstraße Nord;3002;29;15;377;102;159;1124;51;167;71;71;19;3;352;43;34;1031
50206;Wilhelmstadt;5832;43;21;478;111;217;2470;45;238;188;92;21;8;480;39;120;1248
50307;Haselhorst;2169;20;8;156;40;64;1099;30;180;59;53;11;3;238;22;25;551
50308;Siemensstadt;1655;19;11;158;34;67;775;29;153;83;30;8;4;155;28;12;426
50409;Gatow/Kladow;1005;4;1;70;16;32;456;11;107;25;80;11;5;141;28;4;163
59900;Bezirk (Sp), nicht zuzuordnen;1060;2;1;36;6;11;244;4;11;7;1;3;1;150;119;3;53
60000;Steglitz-Zehlendorf;26876;288;123;1786;337;872;14146;545;3275;1601;1256;127;40;2537;643;423;5008
60101;Schloßstr.;4723;67;32;205;30;71;2879;29;193;176;107;12;5;235;75;40;586
60102;Albrechtstr.;3292;54;22;263;52;145;1617;112;418;232;162;17;6;332;62;59;879
60203;Lankwitz;3117;34;14;311;60;138;1315;61;317;122;137;24;6;364;70;88;784
60204;Ostpreußendamm;2571;19;11;232;52;97;1286;61;344;188;89;12;6;235;34;55;549
60305;Teltower Damm;2562;35;14;153;30;92;1403;57;374;284;148;17;4;254;39;51;475
60306;Drakestr.;3494;30;7;198;33;108;1936;85;497;222;166;17;8;289;33;49;635
60407;Zehlendorf Südwest;2367;21;11;161;28;77;1289;49;441;149;155;9;2;215;22;33;422
60408;Zehlendorf Nord;3931;27;11;219;44;118;2207;88;684;226;292;17;2;404;139;46;610
69900;Bezirk (St-Zd), nicht zuzuordnen;819;1;1;44;8;26;214;3;7;2;0;2;1;209;169;2;68
70000;Tempelhof-Schöneberg;41115;600;288;3320;808;1278;18641;506;3253;2169;1022;232;67;3465;673;1122;8411
70101;Schöneberg-Nord;9376;241;122;786;237;243;4449;85;508;447;233;54;19;681;135;307;1976
70202;Schöneberg-Süd;6281;93;49;548;149;177;2900;56;376;627;162;23;9;518;113;218;1406
70303;Friedenau;5092;62;19;259;43;115;2909;79;430;424;89;28;7;402;106;75;751
70404;Tempelhof;8717;88;35;659;155;299;3581;109;791;348;145;48;13;703;123;300;1647
70505;Mariendorf;4437;60;35;417;90;178;1886;91;513;140;145;27;5;493;59;102;1143
70606;Marienfelde;2707;23;12;243;56;109;1310;35;238;78;68;22;3;225;23;50;629
70707;Lichtenrade;3034;31;14;339;64;135;1231;51;390;98;179;29;10;338;46;64;754
79900;Bezirk (Th-Sb), nicht zuzuordnen;1471;2;2;69;14;22;375;0;7;7;1;1;1;105;68;6;105
80000;Neukölln;44822;752;411;4079;1191;1498;19538;558;3332;1558;1163;251;102;4313;660;1635;10506
80101;Schillerpromenade;6035;144;84;679;218;208;2193;40;284;201;140;32;13;561;119;929;1630
80102;Neuköllner Mitte/Zentrum;9258;135;69;843;237;248;4367;58;437;226;175;39;19;618;109;200;2048
80103;Reuterstraße;6176;95;49;509;182;173;2808;65;244;300;151;27;14;567;112;232;1285
80104;Rixdorf;5243;125;72;603;168;201;2211;50;367;269;148;31;15;509;86;110;1531
80105;Köllnische Heide;3045;30;16;231;65;132;1339;54;349;34;44;21;8;508;45;29;672
80206;Britz;4921;75;47;427;113;199;2123;99;623;156;159;39;15;413;39;53;1188
80207;Buckow;1642;24;11;138;38;69;687;23;214;39;93;11;3;227;29;23;455
80308;Gropiusstadt;3961;76;37;274;65;115;1775;44;242;164;72;28;11;479;54;28;834
80409;Buckow Nord;989;11;3;88;19;38;461;12;115;25;28;13;1;91;5;5;216
80410;Rudow;2783;32;19;230;69;104;1344;111;441;144;153;10;3;288;23;16;570
89900;Bezirk (Nk), nicht zuzuordnen;769;5;4;57;17;11;230;2;16;0;0;0;0;52;39;10;77
90000;Treptow-Köpenick;23394;209;109;2009;435;775;10769;500;2236;1923;451;171;76;2822;827;342;4656
90101;Alt-Treptow;2006;45;29;127;30;33;1069;21;109;228;42;2;1;166;51;65;343
90102;Plänterwald;1073;12;7;82;16;25;594;27;210;77;32;7;1;133;16;6;241
90103;Baumschulenweg;1457;21;12;95;20;59;684;35;211;100;47;8;3;167;46;24;308
90104;Johannisthal;1385;11;4;99;16;61;619;57;168;75;45;9;4;164;34;15;256
90205;Oberschöneweide;2620;23;13;353;81;99;1066;69;185;119;27;14;8;372;132;41;720
90206;Niederschöneweide;1966;14;5;145;40;44;903;25;93;133;10;11;6;169;51;32;279
90207;Adlershof;1903;20;13;118;34;57;960;32;152;204;18;10;3;158;28;13;291
90208;Köllnische Vorstadt/Spindlersfeld;1016;10;5;143;35;41;327;20;54;75;13;20;14;202;64;20;316
90309;Altglienicke;1389;7;3;164;32;73;634;47;228;97;46;15;3;130;19;23;332
90310;Bohnsdorf;763;6;2;66;9;30;352;23;87;43;28;5;3;115;34;14;138
90311;Grünau;476;2;0;22;5;12;233;15;49;72;15;4;3;56;18;7;54
90312;Schmöckwitz/Karolinenhof/Rauchfangswerder;333;1;0;21;3;12;171;4;82;3;13;2;2;27;2;0;43
90413;Köpenick-Süd;794;1;1;73;9;31;361;20;123;61;10;16;3;133;28;7;186
90414;Allende-Viertel;375;0;0;38;2;14;198;10;20;51;2;3;0;48;16;2;97
90415;Altstadt-Kietz;601;7;2;94;15;24;220;7;28;61;9;3;1;88;16;5;199
90416;Müggelheim;239;0;0;14;1;16;107;6;32;7;6;2;1;26;0;1;45
90517;Friedrichshagen;997;10;4;73;16;36;560;30;91;221;13;8;2;112;25;2;176
90518;Rahnsdorf/Hessenwinkel;587;2;2;25;4;23;348;11;141;69;37;2;1;55;5;2;75
